"transaction_id","lead_id","agent_id","property_id","sale_date","sale_price","payment_method","commission_amount","commission_rate","original_property_price","governorate_code"
TRANS008021,LEAD052442,AGT001_CA,PROP001193,2025-01-08,4016418.00,Installment,180738.8100,0.0450,2859593.0000,Cairo
TRANS008022,LEAD052446,AGT044_TA,PROP014677,2024-07-24,3836603.00,Cash,134281.1100,0.0350,3149154.0000,Tanta
TRANS008023,LEAD052447,AGT084_SH,PROP014987,2025-02-28,6306480.00,Installment,296404.5600,0.0470,5428641.0000,Sharm El Sheikh
TRANS008024,LEAD052454,AGT043_TA,PROP024202,2025-01-22,3544652.00,Cash,124062.8200,0.0350,2480168.0000,Tanta
TRANS008025,LEAD052458,AGT036_QE,PROP006799,2024-07-19,3088159.00,Cash,98821.0900,0.0320,2429933.0000,Qena
TRANS008026,LEAD052461,AGT022_AW,PROP015023,2024-09-10,9868967.00,Bank Transfer,355282.8100,0.0360,7380287.0000,Aswan
TRANS008027,LEAD052469,AGT059_PS,PROP008637,2025-05-02,2637053.00,Cash,113393.2800,0.0430,2184473.0000,Port Said
TRANS008028,LEAD052480,AGT055_IS,PROP023357,2025-04-06,4561777.00,Installment,187032.8600,0.0410,3495278.0000,Ismailia
TRANS008029,LEAD052482,AGT020_LU,PROP015325,2024-11-14,4469486.00,Bank Transfer,178779.4400,0.0400,3816696.0000,Luxor
TRANS008030,LEAD052487,AGT039_MA,PROP000297,2024-09-19,2674356.00,Bank Transfer,98951.1700,0.0370,2230836.0000,Mansoura
TRANS008031,LEAD052490,AGT060_PS,PROP017482,2025-06-12,15216870.00,Installment,654325.4100,0.0430,11046016.0000,Port Said
TRANS008032,LEAD052497,AGT002_CA,PROP003878,2025-02-13,10244383.00,Installment,460997.2400,0.0450,7480031.0000,Cairo
TRANS008033,LEAD052500,AGT060_PS,PROP013894,2024-11-15,3766036.00,Installment,161939.5500,0.0430,2989572.0000,Port Said
TRANS008034,LEAD052504,AGT048_ZA,PROP021090,2025-05-14,4464287.00,Bank Transfer,160714.3300,0.0360,3570206.0000,Zagazig
TRANS008035,LEAD052506,AGT074_NO,PROP002161,2024-09-24,5230078.00,Cash,230123.4300,0.0440,3951244.0000,North Coast
TRANS008036,LEAD052517,AGT029_SO,PROP009660,2025-01-23,4518058.00,Installment,153613.9700,0.0340,3532938.0000,Sohag
TRANS008037,LEAD052519,AGT039_MA,PROP003102,2024-09-05,1202567.00,Installment,44494.9800,0.0370,842439.0000,Mansoura
TRANS008038,LEAD052531,AGT075_NO,PROP016918,2024-12-03,5284187.00,Installment,232504.2300,0.0440,4150253.0000,North Coast
TRANS008039,LEAD052535,AGT036_QE,PROP012293,2024-08-03,4728735.00,Cash,151319.5200,0.0320,3814000.0000,Qena
TRANS008040,LEAD052536,AGT040_MA,PROP004037,2025-05-19,2829214.00,Bank Transfer,104680.9200,0.0370,2059190.0000,Mansoura
TRANS008041,LEAD052541,AGT020_LU,PROP006169,2025-06-02,1018869.00,Bank Transfer,40754.7600,0.0400,766966.0000,Luxor
TRANS008042,LEAD052551,AGT023_AW,PROP005291,2024-08-03,19623129.00,Bank Transfer,706432.6400,0.0360,14988907.0000,Aswan
TRANS008043,LEAD052554,AGT012_AL,PROP003994,2024-09-15,12840617.00,Cash,487943.4500,0.0380,9898519.0000,Alexandria
TRANS008044,LEAD052561,AGT047_ZA,PROP010735,2025-04-28,16741868.00,Bank Transfer,602707.2500,0.0360,11338452.0000,Zagazig
TRANS008045,LEAD052573,AGT009_AL,PROP009051,2024-07-06,9405837.00,Bank Transfer,357421.8100,0.0380,6734740.0000,Alexandria
TRANS008046,LEAD052576,AGT058_PS,PROP024485,2024-10-12,17029227.00,Installment,732256.7600,0.0430,12035243.0000,Port Said
TRANS008047,LEAD052582,AGT040_MA,PROP017719,2025-04-14,5200718.00,Installment,192426.5700,0.0370,4063138.0000,Mansoura
TRANS008048,LEAD052583,AGT004_CA,PROP004978,2024-12-19,6078593.00,Bank Transfer,273536.6800,0.0450,4368941.0000,Cairo
TRANS008049,LEAD052591,AGT003_CA,PROP019109,2024-09-07,6338963.00,Cash,285253.3300,0.0450,5031814.0000,Cairo
TRANS008050,LEAD052595,AGT081_SH,PROP008400,2024-12-15,7151591.00,Installment,336124.7800,0.0470,5263033.0000,Sharm El Sheikh
TRANS008051,LEAD052602,AGT052_DA,PROP004977,2024-08-10,4892851.00,Cash,190821.1900,0.0390,3620592.0000,Damietta
TRANS008052,LEAD052603,AGT037_MA,PROP024087,2025-05-27,3314888.00,Cash,122650.8600,0.0370,2841728.0000,Mansoura
TRANS008053,LEAD052604,AGT010_AL,PROP018294,2024-08-17,6355355.00,Installment,241503.4900,0.0380,4681351.0000,Alexandria
TRANS008054,LEAD052612,AGT043_TA,PROP021735,2025-05-25,1718151.00,Bank Transfer,60135.2800,0.0350,1405726.0000,Tanta
TRANS008055,LEAD052614,AGT031_SO,PROP004083,2025-03-25,2666401.00,Cash,90657.6300,0.0340,2012498.0000,Sohag
TRANS008056,LEAD052615,AGT044_TA,PROP019775,2025-05-10,2087154.00,Bank Transfer,73050.3900,0.0350,1609299.0000,Tanta
TRANS008057,LEAD052622,AGT033_QE,PROP023960,2025-06-29,2511216.00,Installment,80358.9100,0.0320,1921777.0000,Qena
TRANS008058,LEAD052640,AGT014_AS,PROP020406,2025-04-09,5610900.00,Cash,196381.5000,0.0350,3986726.0000,Asyut
TRANS008059,LEAD052642,AGT016_AS,PROP015540,2024-08-21,12129897.00,Cash,424546.4000,0.0350,9338781.0000,Asyut
TRANS008060,LEAD052650,AGT004_CA,PROP019288,2025-06-29,10713634.00,Bank Transfer,482113.5300,0.0450,7794447.0000,Cairo
TRANS008061,LEAD052652,AGT021_AW,PROP006314,2025-02-07,2846819.00,Bank Transfer,102485.4800,0.0360,2317409.0000,Aswan
TRANS008062,LEAD052657,AGT084_SH,PROP003145,2024-10-16,4630683.00,Bank Transfer,217642.1000,0.0470,3686419.0000,Sharm El Sheikh
TRANS008063,LEAD052660,AGT083_SH,PROP009109,2024-11-16,2167408.00,Installment,101868.1800,0.0470,1652212.0000,Sharm El Sheikh
TRANS008064,LEAD052667,AGT036_QE,PROP001777,2024-08-08,4687441.00,Installment,149998.1100,0.0320,3520091.0000,Qena
TRANS008065,LEAD052683,AGT054_IS,PROP014521,2025-04-05,5633028.00,Cash,230954.1500,0.0410,4352868.0000,Ismailia
TRANS008066,LEAD052687,AGT038_MA,PROP007665,2024-09-02,6289298.00,Installment,232704.0300,0.0370,4613889.0000,Mansoura
TRANS008067,LEAD052696,AGT035_QE,PROP004693,2025-02-26,8036504.00,Bank Transfer,257168.1300,0.0320,5473404.0000,Qena
TRANS008068,LEAD052702,AGT069_SZ,PROP007144,2024-08-27,12709586.00,Cash,584640.9600,0.0460,9870599.0000,Sheikh Zayed
TRANS008069,LEAD052704,AGT045_ZA,PROP023838,2025-02-28,7752930.00,Installment,279105.4800,0.0360,5713513.0000,Zagazig
TRANS008070,LEAD052706,AGT035_QE,PROP003452,2025-06-27,3093389.00,Installment,98988.4500,0.0320,2412834.0000,Qena
TRANS008071,LEAD052707,AGT009_AL,PROP005409,2025-06-30,5669115.00,Bank Transfer,215426.3700,0.0380,4358590.0000,Alexandria
TRANS008072,LEAD052735,AGT033_QE,PROP003328,2024-10-04,7801330.00,Bank Transfer,249642.5600,0.0320,6113393.0000,Qena
TRANS008073,LEAD052737,AGT055_IS,PROP008238,2025-05-21,5769278.00,Installment,236540.4000,0.0410,4543612.0000,Ismailia
TRANS008074,LEAD052750,AGT020_LU,PROP011416,2025-04-19,6181870.00,Cash,247274.8000,0.0400,4388388.0000,Luxor
TRANS008075,LEAD052751,AGT053_IS,PROP001360,2025-06-21,2670507.00,Installment,109490.7900,0.0410,2123109.0000,Ismailia
TRANS008076,LEAD052753,AGT025_MN,PROP012221,2024-12-20,2758035.00,Cash,91015.1600,0.0330,2024453.0000,Al Minya
TRANS008077,LEAD052756,AGT003_CA,PROP001422,2025-02-11,2844155.00,Bank Transfer,127986.9800,0.0450,2287106.0000,Cairo
TRANS008078,LEAD052759,AGT053_IS,PROP010350,2025-04-14,5441027.00,Bank Transfer,223082.1100,0.0410,3828051.0000,Ismailia
TRANS008079,LEAD052797,AGT015_AS,PROP012702,2024-08-28,5335296.00,Cash,186735.3600,0.0350,4134920.0000,Asyut
TRANS008080,LEAD052798,AGT035_QE,PROP008730,2024-09-08,3793940.00,Cash,121406.0800,0.0320,3057889.0000,Qena
TRANS008081,LEAD052804,AGT011_AL,PROP004898,2024-10-20,22898923.00,Bank Transfer,870159.0700,0.0380,16447862.0000,Alexandria
TRANS008082,LEAD052806,AGT016_AS,PROP007954,2024-11-07,5204718.00,Installment,182165.1300,0.0350,3747800.0000,Asyut
TRANS008083,LEAD052808,AGT055_IS,PROP015445,2025-06-26,1705096.00,Installment,69908.9400,0.0410,1333891.0000,Ismailia
TRANS008084,LEAD052813,AGT029_SO,PROP005861,2024-12-26,12772428.00,Installment,434262.5500,0.0340,9164156.0000,Sohag
TRANS008085,LEAD052816,AGT035_QE,PROP013728,2025-01-16,3896969.00,Installment,124703.0100,0.0320,3164815.0000,Qena
TRANS008086,LEAD052821,AGT015_AS,PROP015662,2025-01-24,4123451.00,Bank Transfer,144320.7800,0.0350,3380135.0000,Asyut
TRANS008087,LEAD052823,AGT060_PS,PROP018581,2024-09-18,3317264.00,Cash,142642.3500,0.0430,2464574.0000,Port Said
TRANS008088,LEAD052831,AGT057_PS,PROP007409,2025-02-19,5637039.00,Bank Transfer,242392.6800,0.0430,3848873.0000,Port Said
TRANS008089,LEAD052840,AGT034_QE,PROP001601,2025-01-15,4442617.00,Bank Transfer,142163.7400,0.0320,3642888.0000,Qena
TRANS008090,LEAD052871,AGT003_CA,PROP020966,2025-03-26,3873198.00,Cash,174293.9100,0.0450,3022433.0000,Cairo
TRANS008091,LEAD052877,AGT012_AL,PROP010577,2025-01-08,5401686.00,Cash,205264.0700,0.0380,3970836.0000,Alexandria
TRANS008092,LEAD052881,AGT082_SH,PROP013016,2025-03-18,1108449.00,Installment,52097.1000,0.0470,844062.0000,Sharm El Sheikh
TRANS008093,LEAD052883,AGT011_AL,PROP022917,2025-03-14,6186651.00,Cash,235092.7400,0.0380,4983963.0000,Alexandria
TRANS008094,LEAD052885,AGT037_MA,PROP010365,2024-11-15,1588956.00,Cash,58791.3700,0.0370,1238431.0000,Mansoura
TRANS008095,LEAD052902,AGT078_HU,PROP018213,2025-06-28,2592305.00,Installment,108876.8100,0.0420,1884433.0000,Hurghada
TRANS008096,LEAD052914,AGT004_CA,PROP004039,2024-09-03,25673862.00,Installment,1155323.7900,0.0450,19211185.0000,Cairo
TRANS008097,LEAD052918,AGT045_ZA,PROP023838,2025-04-04,7752930.00,Bank Transfer,279105.4800,0.0360,5713513.0000,Zagazig
TRANS008098,LEAD052925,AGT050_DA,PROP006248,2025-06-26,4473006.00,Installment,174447.2300,0.0390,3217774.0000,Damietta
TRANS008099,LEAD052927,AGT023_AW,PROP013738,2025-03-31,5546231.00,Installment,199664.3200,0.0360,3998984.0000,Aswan
TRANS008100,LEAD052935,AGT050_DA,PROP000396,2025-02-10,5914389.00,Installment,230661.1700,0.0390,4729305.0000,Damietta
TRANS008101,LEAD052937,AGT074_NO,PROP022331,2024-12-31,19235238.00,Cash,846350.4700,0.0440,13676773.0000,North Coast
TRANS008102,LEAD052947,AGT069_SZ,PROP001890,2025-05-09,5203740.00,Installment,239372.0400,0.0460,4215552.0000,Sheikh Zayed
TRANS008103,LEAD052959,AGT054_IS,PROP016997,2025-05-19,1933156.00,Bank Transfer,79259.4000,0.0410,1425301.0000,Ismailia
TRANS008104,LEAD052976,AGT040_MA,PROP007485,2025-05-14,2740810.00,Installment,101409.9700,0.0370,2215585.0000,Mansoura
TRANS008105,LEAD052981,AGT007_GZ,PROP009806,2024-12-16,16777909.00,Bank Transfer,704672.1800,0.0420,13808261.0000,Giza
TRANS008106,LEAD052985,AGT004_CA,PROP008783,2024-10-02,5652309.00,Cash,254353.9000,0.0450,4227845.0000,Cairo
TRANS008107,LEAD052992,AGT049_DA,PROP008255,2025-02-04,18947844.00,Cash,738965.9200,0.0390,13103533.0000,Damietta
TRANS008108,LEAD053007,AGT034_QE,PROP008265,2025-06-24,5107070.00,Bank Transfer,163426.2400,0.0320,4168171.0000,Qena
TRANS008109,LEAD053009,AGT026_MN,PROP013037,2025-06-04,4912109.00,Bank Transfer,162099.6000,0.0330,3711750.0000,Al Minya
TRANS008110,LEAD053011,AGT055_IS,PROP005799,2025-02-25,3320147.00,Installment,136126.0300,0.0410,2553299.0000,Ismailia
TRANS008111,LEAD053014,AGT035_QE,PROP016418,2024-12-16,3217901.00,Cash,102972.8300,0.0320,2747107.0000,Qena
TRANS008112,LEAD053023,AGT073_NO,PROP022219,2025-06-27,21339544.00,Bank Transfer,938939.9400,0.0440,14840537.0000,North Coast
TRANS008113,LEAD053025,AGT044_TA,PROP010094,2025-06-30,2148473.00,Cash,75196.5600,0.0350,1688618.0000,Tanta
TRANS008114,LEAD053028,AGT023_AW,PROP008373,2024-07-21,1676481.00,Bank Transfer,60353.3200,0.0360,1380491.0000,Aswan
TRANS008115,LEAD053035,AGT067_NC,PROP006990,2025-05-01,35230559.00,Bank Transfer,1691066.8300,0.0480,23394210.0000,New Administrative Capital
TRANS008116,LEAD053037,AGT035_QE,PROP023386,2024-12-09,4035286.00,Bank Transfer,129129.1500,0.0320,3288178.0000,Qena
TRANS008117,LEAD053040,AGT032_SO,PROP009706,2025-03-28,4704389.00,Installment,159949.2300,0.0340,3595661.0000,Sohag
TRANS008118,LEAD053048,AGT051_DA,PROP007061,2024-09-15,15801932.00,Installment,616275.3500,0.0390,11910689.0000,Damietta
TRANS008119,LEAD053055,AGT017_LU,PROP023995,2025-02-12,5349697.00,Cash,213987.8800,0.0400,4189358.0000,Luxor
TRANS008120,LEAD053067,AGT059_PS,PROP024687,2024-12-15,6611223.00,Bank Transfer,284282.5900,0.0430,4797946.0000,Port Said
TRANS008121,LEAD053074,AGT043_TA,PROP000122,2024-12-19,5265167.00,Bank Transfer,184280.8500,0.0350,4114523.0000,Tanta
TRANS008122,LEAD053085,AGT031_SO,PROP013939,2025-06-12,1515066.00,Bank Transfer,51512.2400,0.0340,1050612.0000,Sohag
TRANS008123,LEAD053086,AGT037_MA,PROP023265,2025-05-04,4816623.00,Bank Transfer,178215.0500,0.0370,3901586.0000,Mansoura
TRANS008124,LEAD053088,AGT021_AW,PROP007847,2025-02-14,3290533.00,Cash,118459.1900,0.0360,2497347.0000,Aswan
TRANS008125,LEAD053105,AGT045_ZA,PROP001321,2024-07-08,5824502.00,Bank Transfer,209682.0700,0.0360,4088435.0000,Zagazig
TRANS008126,LEAD053107,AGT044_TA,PROP023244,2025-06-08,6329890.00,Installment,221546.1500,0.0350,4648577.0000,Tanta
TRANS008127,LEAD053121,AGT035_QE,PROP004315,2025-03-15,2153676.00,Bank Transfer,68917.6300,0.0320,1754866.0000,Qena
TRANS008128,LEAD053127,AGT037_MA,PROP019634,2025-03-23,3953987.00,Installment,146297.5200,0.0370,3139115.0000,Mansoura
TRANS008129,LEAD053130,AGT029_SO,PROP012254,2025-06-23,9445048.00,Bank Transfer,321131.6300,0.0340,7090670.0000,Sohag
TRANS008130,LEAD053137,AGT028_MN,PROP009306,2025-06-22,6798934.00,Bank Transfer,224364.8200,0.0330,4787277.0000,Al Minya
TRANS008131,LEAD053142,AGT004_CA,PROP004389,2024-10-29,7525538.00,Cash,338649.2100,0.0450,5871076.0000,Cairo
TRANS008132,LEAD053144,AGT024_AW,PROP016430,2024-10-22,6293982.00,Cash,226583.3500,0.0360,4517023.0000,Aswan
TRANS008133,LEAD053152,AGT051_DA,PROP014812,2024-11-25,5422823.00,Bank Transfer,211490.1000,0.0390,4149672.0000,Damietta
TRANS008134,LEAD053161,AGT007_GZ,PROP024427,2024-11-16,6672182.00,Cash,280231.6400,0.0420,4938937.0000,Giza
TRANS008135,LEAD053165,AGT022_AW,PROP001377,2025-03-28,2447035.00,Bank Transfer,88093.2600,0.0360,2086498.0000,Aswan
TRANS008136,LEAD053175,AGT022_AW,PROP011589,2025-02-24,1986632.00,Cash,71518.7500,0.0360,1473381.0000,Aswan
TRANS008137,LEAD053180,AGT047_ZA,PROP024147,2024-11-29,4332685.00,Bank Transfer,155976.6600,0.0360,3170259.0000,Zagazig
TRANS008138,LEAD053188,AGT014_AS,PROP012686,2025-03-02,9332403.00,Cash,326634.1100,0.0350,7044855.0000,Asyut
TRANS008139,LEAD053196,AGT014_AS,PROP003249,2024-10-31,4291720.00,Bank Transfer,150210.2000,0.0350,2981658.0000,Asyut
TRANS008140,LEAD053197,AGT042_TA,PROP010119,2025-05-09,4721610.00,Installment,165256.3500,0.0350,3418795.0000,Tanta
TRANS008141,LEAD053213,AGT042_TA,PROP000849,2024-07-22,4457410.00,Installment,156009.3500,0.0350,3430698.0000,Tanta
TRANS008142,LEAD053221,AGT037_MA,PROP005302,2025-04-17,3049995.00,Cash,112849.8100,0.0370,2624496.0000,Mansoura
TRANS008143,LEAD053230,AGT084_SH,PROP024201,2025-05-10,6194973.00,Installment,291163.7300,0.0470,4617067.0000,Sharm El Sheikh
TRANS008144,LEAD053234,AGT015_AS,PROP023218,2025-02-20,7504969.00,Installment,262673.9200,0.0350,5722581.0000,Asyut
TRANS008145,LEAD053242,AGT044_TA,PROP002667,2025-02-09,2636583.00,Cash,92280.4100,0.0350,1986527.0000,Tanta
TRANS008146,LEAD053245,AGT028_MN,PROP009190,2025-02-15,4579874.00,Installment,151135.8400,0.0330,3584667.0000,Al Minya
TRANS008147,LEAD053258,AGT020_LU,PROP023783,2024-12-26,940061.00,Bank Transfer,37602.4400,0.0400,725455.0000,Luxor
TRANS008148,LEAD053260,AGT055_IS,PROP001257,2024-09-20,3016723.00,Cash,123685.6400,0.0410,2206934.0000,Ismailia
TRANS008149,LEAD053265,AGT035_QE,PROP009404,2025-06-28,4886382.00,Installment,156364.2200,0.0320,3750053.0000,Qena
TRANS008150,LEAD053269,AGT038_MA,PROP010053,2025-06-21,5774557.00,Cash,213658.6100,0.0370,4660654.0000,Mansoura
TRANS008151,LEAD053272,AGT058_PS,PROP013754,2024-08-02,1713933.00,Cash,73699.1200,0.0430,1439794.0000,Port Said
TRANS008152,LEAD053281,AGT029_SO,PROP018938,2025-02-26,14413652.00,Bank Transfer,490064.1700,0.0340,11498387.0000,Sohag
TRANS008153,LEAD053291,AGT007_GZ,PROP018406,2025-04-10,6309482.00,Bank Transfer,264998.2400,0.0420,4784524.0000,Giza
TRANS008154,LEAD053305,AGT004_CA,PROP011504,2025-06-19,4984109.00,Bank Transfer,224284.9000,0.0450,3595868.0000,Cairo
TRANS008155,LEAD053307,AGT075_NO,PROP010295,2025-03-06,10297549.00,Cash,453092.1600,0.0440,7769986.0000,North Coast
TRANS008156,LEAD053315,AGT040_MA,PROP007360,2024-10-12,4830523.00,Bank Transfer,178729.3500,0.0370,3593731.0000,Mansoura
TRANS008157,LEAD053320,AGT069_SZ,PROP003566,2025-01-30,15583192.00,Installment,716826.8300,0.0460,11534291.0000,Sheikh Zayed
TRANS008158,LEAD053322,AGT030_SO,PROP005178,2025-01-30,2274216.00,Bank Transfer,77323.3400,0.0340,1813320.0000,Sohag
TRANS008159,LEAD053323,AGT077_HU,PROP018638,2025-01-02,19590247.00,Bank Transfer,822790.3700,0.0420,13883935.0000,Hurghada
TRANS008160,LEAD053324,AGT067_NC,PROP012098,2025-02-06,2415280.00,Bank Transfer,115933.4400,0.0480,1666221.0000,New Administrative Capital
TRANS008161,LEAD053326,AGT013_AS,PROP007875,2024-12-11,1642922.00,Bank Transfer,57502.2700,0.0350,1343548.0000,Asyut
TRANS008162,LEAD053333,AGT071_SZ,PROP009893,2024-09-23,6730486.00,Cash,309602.3600,0.0460,5382045.0000,Sheikh Zayed
TRANS008163,LEAD053343,AGT068_NC,PROP017015,2024-07-23,14057958.00,Installment,674781.9800,0.0480,10988406.0000,New Administrative Capital
TRANS008164,LEAD053344,AGT010_AL,PROP008980,2024-12-07,4056678.00,Cash,154153.7600,0.0380,2994674.0000,Alexandria
TRANS008165,LEAD053345,AGT065_NC,PROP008077,2025-01-06,2370388.00,Installment,113778.6200,0.0480,1754859.0000,New Administrative Capital
TRANS008166,LEAD053352,AGT063_SU,PROP004662,2024-09-20,1868153.00,Installment,74726.1200,0.0400,1321649.0000,Suez
TRANS008167,LEAD053359,AGT073_NO,PROP005202,2024-07-07,6774165.00,Bank Transfer,298063.2600,0.0440,4566737.0000,North Coast
TRANS008168,LEAD053377,AGT082_SH,PROP008282,2025-03-15,5476710.00,Cash,257405.3700,0.0470,4471275.0000,Sharm El Sheikh
TRANS008169,LEAD053390,AGT035_QE,PROP016607,2024-09-08,6819162.00,Installment,218213.1800,0.0320,5497160.0000,Qena
TRANS008170,LEAD053392,AGT031_SO,PROP017266,2025-03-21,3506898.00,Bank Transfer,119234.5300,0.0340,2567525.0000,Sohag
TRANS008171,LEAD053400,AGT008_GZ,PROP013153,2024-10-05,8994813.00,Cash,377782.1500,0.0420,6456026.0000,Giza
TRANS008172,LEAD053409,AGT023_AW,PROP016976,2024-11-27,4515308.00,Bank Transfer,162551.0900,0.0360,3751697.0000,Aswan
TRANS008173,LEAD053414,AGT014_AS,PROP020419,2025-04-10,16040811.00,Installment,561428.3800,0.0350,11759412.0000,Asyut
TRANS008174,LEAD053419,AGT002_CA,PROP021400,2024-07-19,42430429.00,Bank Transfer,1909369.3000,0.0450,25811249.0000,Cairo
TRANS008175,LEAD053423,AGT076_NO,PROP005042,2025-05-03,6461512.00,Installment,284306.5300,0.0440,4633964.0000,North Coast
TRANS008176,LEAD053426,AGT040_MA,PROP010227,2025-03-04,2710720.00,Bank Transfer,100296.6400,0.0370,2228881.0000,Mansoura
TRANS008177,LEAD053427,AGT026_MN,PROP020821,2025-04-04,1364039.00,Cash,45013.2900,0.0330,962982.0000,Al Minya
TRANS008178,LEAD053434,AGT021_AW,PROP008099,2024-11-05,2681915.00,Bank Transfer,96548.9400,0.0360,2094813.0000,Aswan
TRANS008179,LEAD053435,AGT064_SU,PROP017111,2025-02-03,4377534.00,Installment,175101.3600,0.0400,3606322.0000,Suez
TRANS008180,LEAD053445,AGT063_SU,PROP002950,2024-12-12,4094301.00,Bank Transfer,163772.0400,0.0400,2929083.0000,Suez
TRANS008181,LEAD053453,AGT036_QE,PROP019514,2025-04-21,2975305.00,Cash,95209.7600,0.0320,2295380.0000,Qena
TRANS008182,LEAD053456,AGT066_NC,PROP010685,2025-02-21,18447627.00,Installment,885486.1000,0.0480,13614308.0000,New Administrative Capital
TRANS008183,LEAD053471,AGT017_LU,PROP016229,2024-11-29,4246373.00,Installment,169854.9200,0.0400,3175803.0000,Luxor
TRANS008184,LEAD053476,AGT017_LU,PROP021643,2024-11-23,3835194.00,Cash,153407.7600,0.0400,2912123.0000,Luxor
TRANS008185,LEAD053479,AGT038_MA,PROP007023,2025-04-07,1449316.00,Installment,53624.6900,0.0370,1133344.0000,Mansoura
TRANS008186,LEAD053486,AGT029_SO,PROP001608,2024-09-13,12014031.00,Installment,408477.0500,0.0340,9441507.0000,Sohag
TRANS008187,LEAD053487,AGT049_DA,PROP014580,2025-06-27,4453933.00,Cash,173703.3900,0.0390,3748881.0000,Damietta
TRANS008188,LEAD053488,AGT082_SH,PROP023582,2025-06-30,8136929.00,Installment,382435.6600,0.0470,6567329.0000,Sharm El Sheikh
TRANS008189,LEAD053492,AGT037_MA,PROP022958,2024-12-31,5248967.00,Bank Transfer,194211.7800,0.0370,3878204.0000,Mansoura
TRANS008190,LEAD053497,AGT036_QE,PROP017136,2024-11-03,5932606.00,Bank Transfer,189843.3900,0.0320,4482913.0000,Qena
TRANS008191,LEAD053500,AGT050_DA,PROP011076,2025-01-30,4474746.00,Installment,174515.0900,0.0390,3290580.0000,Damietta
TRANS008192,LEAD053528,AGT029_SO,PROP000470,2025-06-27,2717719.00,Bank Transfer,92402.4500,0.0340,2247276.0000,Sohag
TRANS008193,LEAD053529,AGT057_PS,PROP016011,2025-02-27,12606816.00,Bank Transfer,542093.0900,0.0430,9456349.0000,Port Said
TRANS008194,LEAD053534,AGT055_IS,PROP002052,2025-01-22,3900698.00,Installment,159928.6200,0.0410,3338067.0000,Ismailia
TRANS008195,LEAD053540,AGT063_SU,PROP014252,2025-01-03,9187589.00,Cash,367503.5600,0.0400,6540149.0000,Suez
TRANS008196,LEAD053543,AGT014_AS,PROP001577,2024-09-03,7718794.00,Cash,270157.7900,0.0350,6078055.0000,Asyut
TRANS008197,LEAD053551,AGT018_LU,PROP001573,2024-11-05,2737246.00,Installment,109489.8400,0.0400,2214848.0000,Luxor
TRANS008198,LEAD053552,AGT083_SH,PROP006076,2025-03-05,4903277.00,Bank Transfer,230454.0200,0.0470,3908868.0000,Sharm El Sheikh
TRANS008199,LEAD053555,AGT028_MN,PROP016575,2025-04-08,3348962.00,Installment,110515.7500,0.0330,2429328.0000,Al Minya
TRANS008200,LEAD053556,AGT065_NC,PROP015228,2025-03-01,3227372.00,Bank Transfer,154913.8600,0.0480,2576599.0000,New Administrative Capital
TRANS008201,LEAD053559,AGT068_NC,PROP005219,2024-07-24,3784621.00,Bank Transfer,181661.8100,0.0480,2827862.0000,New Administrative Capital
TRANS008202,LEAD053561,AGT073_NO,PROP012553,2024-10-19,11035188.00,Bank Transfer,485548.2700,0.0440,7386137.0000,North Coast
TRANS008203,LEAD053565,AGT036_QE,PROP016118,2025-04-28,4237468.00,Bank Transfer,135598.9800,0.0320,3355376.0000,Qena
TRANS008204,LEAD053576,AGT034_QE,PROP012185,2024-08-10,1457828.00,Bank Transfer,46650.5000,0.0320,1189691.0000,Qena
TRANS008205,LEAD053603,AGT018_LU,PROP005991,2024-12-25,6237426.00,Cash,249497.0400,0.0400,4601997.0000,Luxor
TRANS008206,LEAD053610,AGT049_DA,PROP017559,2024-12-23,6125335.00,Installment,238888.0600,0.0390,4386878.0000,Damietta
TRANS008207,LEAD053619,AGT026_MN,PROP000511,2025-05-23,5622501.00,Bank Transfer,185542.5300,0.0330,4709593.0000,Al Minya
TRANS008208,LEAD053622,AGT003_CA,PROP002706,2025-06-26,6283851.00,Installment,282773.3000,0.0450,5073976.0000,Cairo
TRANS008209,LEAD053630,AGT024_AW,PROP006438,2025-06-18,3131243.00,Bank Transfer,112724.7500,0.0360,2239297.0000,Aswan
TRANS008210,LEAD053634,AGT081_SH,PROP000064,2025-06-29,19095793.00,Installment,897502.2700,0.0470,14050257.0000,Sharm El Sheikh
TRANS008211,LEAD053668,AGT070_SZ,PROP007141,2024-09-06,22491419.00,Installment,1034605.2700,0.0460,14487771.0000,Sheikh Zayed
TRANS008212,LEAD053670,AGT024_AW,PROP003604,2024-11-11,4211413.00,Installment,151610.8700,0.0360,3351504.0000,Aswan
TRANS008213,LEAD053693,AGT004_CA,PROP005636,2025-01-07,8170825.00,Installment,367687.1200,0.0450,5481183.0000,Cairo
TRANS008214,LEAD053696,AGT017_LU,PROP003295,2025-05-01,1259000.00,Cash,50360.0000,0.0400,957180.0000,Luxor
TRANS008215,LEAD053701,AGT064_SU,PROP006396,2025-02-24,5293928.00,Cash,211757.1200,0.0400,3890024.0000,Suez
TRANS008216,LEAD053704,AGT056_IS,PROP005815,2025-06-24,10738417.00,Bank Transfer,440275.1000,0.0410,7225727.0000,Ismailia
TRANS008217,LEAD053712,AGT010_AL,PROP007745,2025-06-25,8856060.00,Cash,336530.2800,0.0380,6260686.0000,Alexandria
TRANS008218,LEAD053713,AGT056_IS,PROP021673,2024-10-01,4527093.00,Cash,185610.8100,0.0410,3153299.0000,Ismailia
